"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"beta.species[3,68]",0.252087347891378,0.166470480974449,-0.0774689374984203,0.139239229755384,0.252775151132385,0.364076237412668,0.57720690291669,1.00000701656496,40000,1,0.9352
"beta.species[4,68]",0.104149930730969,0.158131226347799,-0.21123404582595,-0.00184132630181464,0.105706248067953,0.210497342961624,0.411369617904635,1.00015038508685,13620,1,0.746275
"beta.species[5,68]",0.441410809111559,0.131801156384979,0.183510148333998,0.353208087376932,0.441246694545267,0.530514164433991,0.699679591640269,1.0000005276993,40000,0,0.999575
"beta.species[6,68]",0.111666905055955,0.149758464880978,-0.191002963091214,0.0116546306451654,0.113448997916006,0.214892589861819,0.397057947488008,1.00004670017059,31207,1,0.7745
"beta.species[1,69]",-5.43859429940556,0.921000994688339,-7.15759527951026,-6.051931213205,-5.48198782587885,-4.8590652707543,-3.51296906919336,1.00261104840012,6489,0,1
"beta.species[2,69]",-0.668584697985299,0.49523317430074,-1.69536183999245,-0.984388849377385,-0.657507852326199,-0.342919333804185,0.288053295786334,1.00096041388346,2778,1,0.9186
"beta.species[3,69]",0.17615897732282,0.320675038829899,-0.450248932421908,-0.0384001577674651,0.175547206348158,0.389915056454931,0.81156976525539,1.00017178597404,33182,1,0.711475
"beta.species[4,69]",-0.35249612780634,0.338765841022917,-1.0134612269545,-0.57901739043647,-0.351817337721111,-0.129872435893729,0.319138793095966,1.00073054017325,3483,1,0.8543
"beta.species[5,69]",-0.189461506582758,0.315515399363141,-0.823184762013206,-0.39945233699424,-0.18498337631702,0.0253622150367375,0.417277625352942,1.00046948033844,10603,1,0.724075
"beta.species[6,69]",-0.00418105821427037,0.300681361475713,-0.579864137420505,-0.208208356292693,-0.00896055441185329,0.19389651134109,0.596885366599952,1.00045459395806,5847,1,0.511125
"beta.species[1,70]",-3.91469238309434,0.449747004579284,-4.85157074059202,-4.20532476246005,-3.89762072481829,-3.60452445483849,-3.0779855208857,1.00052181612172,4587,0,1
"beta.species[2,70]",1.38386878848134,0.283274744119206,0.855064647133422,1.19129236370911,1.37629256392214,1.5659813156691,1.97674392433685,1.00110637389373,2285,0,1
"beta.species[3,70]",0.600988947969907,0.230718203458819,0.161467016762435,0.444376430431247,0.595175439613461,0.752990061304889,1.07104014142786,1.00063470770356,3873,0,0.99685
"beta.species[4,70]",0.326985471249843,0.245533933403757,-0.148478095060375,0.161216288624599,0.325676615830008,0.49176726247223,0.81128307036696,1.00023779018464,9820,1,0.908675
"beta.species[5,70]",0.157301738522843,0.191410031696445,-0.226596961060275,0.0303058416146741,0.160239530683658,0.287591246824157,0.524011650586649,1.00024132774335,12661,1,0.797175
"beta.species[6,70]",0.0980267105387615,0.1942792350169,-0.287042361837488,-0.03159532401435,0.0974958624070999,0.228822840032258,0.479424474843957,1.00011885419486,16336,1,0.69535
"beta.species[1,71]",-4.30695229429804,0.514974588435946,-5.37948768595385,-4.64021246111197,-4.28377858286304,-3.9487640430896,-3.36040715982337,1.00159902087898,2246,0,1
"beta.species[2,71]",0.344625605711251,0.237722661605114,-0.114301291071238,0.182894841731277,0.340418523233699,0.502902568026567,0.821791876074062,1.00018687906503,13409,1,0.928775
"beta.species[3,71]",0.165388897681244,0.236167595597066,-0.291405313299819,0.00776352000488615,0.164071560872823,0.321629819420376,0.636554458421224,1.00028445926279,11134,1,0.7608
"beta.species[4,71]",-0.606590727911953,0.262397059856087,-1.13423099469925,-0.782448611840282,-0.600821640760395,-0.428090393652492,-0.108464764074347,1.00087200415327,2905,0,0.9923
"beta.species[5,71]",0.520468882494965,0.210384019990737,0.127722199454732,0.376830386949316,0.513444489047506,0.654135767584186,0.958902666411048,1.00250814742289,1091,0,0.995725
"beta.species[6,71]",-0.34500755672504,0.217639593607629,-0.793582565786856,-0.48728449152958,-0.338166172152342,-0.196646046537732,0.0655014007146651,1.00095734929598,3055,1,0.9496
"beta.species[1,72]",-5.15821587137128,0.767354144409989,-6.67520312345456,-5.66577671183387,-5.15821421716276,-4.64657993913388,-3.66347359176738,1.00324769022229,879,0,1
"beta.species[2,72]",-0.804077542338513,0.438049477128108,-1.70204386222763,-1.09052003505999,-0.789010338775477,-0.501710886861466,0.0155011413220195,1.00168995608551,1998,1,0.972675
"beta.species[3,72]",0.166668105556559,0.299333209785526,-0.418409063639586,-0.0332634960026405,0.166888634256744,0.367293531326696,0.753279676059121,1.00083356491793,3256,1,0.7129
"beta.species[4,72]",-0.436760095932522,0.319612911902333,-1.07050503896346,-0.649239896934075,-0.436021857925687,-0.222736376934769,0.189104077484984,1.00144459165417,1784,1,0.91575
"beta.species[5,72]",-0.12072335659482,0.292345223148141,-0.710549474725341,-0.314787293053561,-0.114820942451495,0.0790581571843587,0.43690516156455,1.00034991498954,7923,1,0.653725
"beta.species[6,72]",0.0442981674798138,0.285787813048467,-0.501949055503794,-0.149280625461402,0.0406603195493951,0.232434385827725,0.623859991191642,1.00088214953283,2898,1,0.55595
"beta.species[1,73]",-3.40076377252552,0.705119809234989,-4.82594469528168,-3.85142589180504,-3.39776164520739,-2.93994155073694,-2.02361363153011,1.00252866796398,1298,0,1
"beta.species[2,73]",-0.7867704412659,0.312714565259687,-1.4281543988059,-0.990104016465103,-0.777490320757676,-0.571536618229607,-0.19908598107126,1.00070517935474,6524,0,0.995975
"beta.species[3,73]",-0.00798212250045334,0.272190792932711,-0.539927281132309,-0.191088993196443,-0.00824563824558086,0.173493921602074,0.529208141417804,1.00053574440051,4536,1,0.512925
"beta.species[4,73]",-0.52584495162914,0.282823297797187,-1.09625011676355,-0.709776652433469,-0.521431730859114,-0.335785016567207,0.0213893811804698,1.00066971394777,4552,1,0.969725
"beta.species[5,73]",0.219298350734923,0.266080644546546,-0.268801724123814,0.0376458106831848,0.206139640940571,0.389209902736752,0.775066204848699,1.00111086883911,2357,1,0.79655
"beta.species[6,73]",-0.35612001877722,0.250461542222402,-0.851299545985098,-0.520321539027341,-0.353910464768479,-0.189027909121793,0.133635225621676,1.00091526822431,4118,1,0.925075
"beta.species[1,74]",-3.73972711971074,0.842352965043749,-5.41730706245179,-4.29831397844973,-3.73179138507415,-3.17602320643721,-2.10344759076597,1.00360650012883,828,0,0.999925
"beta.species[2,74]",-0.637676798467283,0.359528018870443,-1.38180754374901,-0.863088280311685,-0.6280109247643,-0.397943968090066,0.0460745288190857,1.00357984246821,922,1,0.967125
"beta.species[3,74]",0.211774526450913,0.283216610187527,-0.336233643565441,0.0199606774773206,0.210347820664133,0.399186430002015,0.77788770786233,1.00190765987222,1301,1,0.772225
"beta.species[4,74]",-0.593223219370652,0.311905205127551,-1.22833673536933,-0.797331672451955,-0.586713407936082,-0.383775093182317,0.0085883699141162,1.00166433075061,1748,1,0.973025
"beta.species[5,74]",-0.0383720518316515,0.285193499073516,-0.592672363817684,-0.230263951699428,-0.0414440678362133,0.147565776083001,0.537546973625094,1.00473532942778,560,1,0.5584
"beta.species[6,74]",-0.0940561069653425,0.278427619230424,-0.641383581829031,-0.281973522977323,-0.0939890594627555,0.0925833049213086,0.458898095678093,1.00218172291828,1148,1,0.63255
"beta.species[1,75]",-4.20479344711295,0.547122127586958,-5.31899203392098,-4.55932791958888,-4.18922297983062,-3.83060687718307,-3.17351661072805,1.00066095513766,5451,0,1
"beta.species[2,75]",-1.38891549343855,0.321214131994218,-2.04976573942509,-1.59865875404686,-1.37831941602429,-1.16983392773741,-0.78667571921804,1.00068822699169,3753,0,1
"beta.species[3,75]",0.215924943475875,0.248559427583728,-0.269178137317322,0.048856619126724,0.213600398450534,0.381761688369623,0.709571543775486,1.00066321474763,3561,1,0.80895
"beta.species[4,75]",0.000838621327915654,0.243713871109994,-0.483647659222942,-0.160378325560997,0.00234349069332692,0.164004140332424,0.475368637843971,1.00006986359295,22784,1,0.5044
"beta.species[5,75]",0.107863749913004,0.231610792888475,-0.334732518807974,-0.0484523175496719,0.103970065857649,0.258081653785667,0.585074976887714,1.00057728286344,4367,1,0.677825
"beta.species[6,75]",-0.312946306525239,0.249629065193418,-0.801280041786077,-0.480533196876603,-0.313176823741264,-0.144510096562644,0.175814912409212,1.00009498616766,24083,1,0.89545
"beta.species[1,76]",-3.02833568013761,0.315833333581336,-3.65474071052032,-3.24163852965495,-3.02650148745244,-2.81346839906192,-2.41626411023029,1.00001676394902,40000,0,1
"beta.species[2,76]",-0.140230989571202,0.168191796007187,-0.472293656413523,-0.25265750378512,-0.140742817714514,-0.0272232256542976,0.189291246077669,1.00005923519233,36587,1,0.798
"beta.species[3,76]",0.158586710667142,0.185296510524658,-0.20221204671787,0.0345044546649106,0.157670242181564,0.282148607071233,0.527184330784231,0.999998662328251,40000,1,0.8057
"beta.species[4,76]",0.0637928995924004,0.171039269765608,-0.271834815553466,-0.0500605730269741,0.0645343628498476,0.178623631585645,0.397685503190184,1.00006892462077,39833,1,0.64965
"beta.species[5,76]",0.0639520701215767,0.149341790015378,-0.234007257440349,-0.0354132717101738,0.0645123618298251,0.164664398481616,0.35519314485152,1.00010712042589,19132,1,0.668625
"beta.species[6,76]",-0.0185006788933922,0.152921625036628,-0.306978704603908,-0.122816040726797,-0.0233003793305888,0.0811617025321793,0.294982558250425,0.999985658582443,40000,1,0.55915
"beta.species[1,77]",-4.93764235373107,0.854266822818846,-6.63762429676938,-5.50128994150141,-4.94487815478228,-4.37018225438977,-3.24734031886526,1.00935762504537,286,0,1
"beta.species[2,77]",-0.749164644769603,0.444625715679383,-1.67778775282154,-1.03203972874621,-0.733583743240601,-0.446839894892298,0.0804480754286159,1.00166098905212,1646,1,0.96135
"beta.species[3,77]",0.111148013751749,0.310603720075578,-0.49952143770357,-0.0948055194345113,0.111938128763062,0.317715104840336,0.72306997184906,1.00102029139821,2710,1,0.643675
"beta.species[4,77]",-0.110204611906935,0.321033177786701,-0.741146493557175,-0.324849349529605,-0.110678563120958,0.102320190993376,0.521761524809152,1.00080158150512,3093,1,0.63675
"beta.species[5,77]",0.100165818521308,0.307183375979703,-0.508631064459418,-0.101615624776124,0.102964646259866,0.306718634955524,0.695855912013767,1.0000595762953,40000,1,0.633875
"beta.species[6,77]",0.172323312477902,0.308206122875175,-0.4274714991001,-0.0331540241000022,0.16992695807137,0.375888524108462,0.788644729777762,1.00268801824142,1161,1,0.7123
"beta.species[1,78]",-5.06818633142609,0.924986696674264,-6.87347056149896,-5.67595139738743,-5.07594550423174,-4.46036195923531,-3.22158359788211,1.01052490327829,246,0,1
"beta.species[2,78]",-0.319757058373764,0.460254199152602,-1.24035926690206,-0.618905045184163,-0.314271351655239,-0.0146862062800139,0.570074644330011,1.00049122631533,5211,1,0.7612
"beta.species[3,78]",0.289188926039929,0.311840381825604,-0.306073701773219,0.0805835752363348,0.284376440117054,0.495038256550309,0.913467246362672,1.00045844677167,6707,1,0.824375
"beta.species[4,78]",-0.285477290907101,0.335796063806844,-0.948583580570789,-0.508519127380269,-0.281782433368616,-0.0576916873798909,0.360892976587118,1.00010196151586,40000,1,0.8022
"beta.species[5,78]",0.171867262156211,0.317475780599721,-0.436244250256949,-0.0432389501423345,0.166707663036462,0.379644997200788,0.817880279092694,1.00153258007874,1612,1,0.7031
"beta.species[6,78]",-0.110437769203771,0.298919871214992,-0.7086165658453,-0.305506020659914,-0.108473171776777,0.0893477014589716,0.471637728271213,1.00137210879378,2042,1,0.6455
"beta.species[1,79]",-3.58535237331664,0.679885742013002,-4.87591700538302,-4.04496799987457,-3.60061654677282,-3.1513474261243,-2.19611491208131,1.00248927134078,1995,0,1
"beta.species[2,79]",-0.807948100248933,0.347523453384443,-1.53493577648333,-1.03047187530288,-0.794957398722703,-0.569758286068663,-0.16536673571804,1.00166070399775,1952,0,0.993575
"beta.species[3,79]",0.170265542561521,0.277221853739932,-0.372390507447268,-0.0154533133678145,0.169360114642633,0.355388243818774,0.717927697572006,1.00112154235082,3487,1,0.731125
"beta.species[4,79]",-0.398761130412668,0.278850994612466,-0.962521514130742,-0.584290873202327,-0.395155925696928,-0.209137498957745,0.13495413000195,1.0009469495664,3201,1,0.926175
"beta.species[5,79]",0.0314105186727374,0.275239626247794,-0.493070093802237,-0.152736484396912,0.0262199442862437,0.208668158543516,0.593370513773562,1.00087198551789,3341,1,0.53835
"beta.species[6,79]",-0.351372154251226,0.266624114598811,-0.886081891129387,-0.525047764197176,-0.349155028321676,-0.172884552809879,0.162642128698893,1.00081916633402,3503,1,0.90945
"beta.species[1,80]",-4.38457891988942,0.63344130721997,-5.66520351819283,-4.79789350948696,-4.37201913755662,-3.96498092507103,-3.15654064159803,1.00171223541745,1677,0,1
"beta.species[2,80]",-0.880104126468956,0.342839263988226,-1.59876505760542,-1.10148497337362,-0.867049775433121,-0.642613009271721,-0.250021018164572,1.00061652129497,4821,0,0.9976
"beta.species[3,80]",-0.0477252948469746,0.261457648853794,-0.561232901863655,-0.221436963178167,-0.046736568345408,0.128840580875951,0.460106097412757,1.00082668255122,2891,1,0.5706
"beta.species[4,80]",-0.294517552575787,0.276958217008025,-0.853444553176315,-0.47682915073827,-0.288594868511388,-0.105857277348739,0.23222732024563,1.00109474334909,3262,1,0.85805
"beta.species[5,80]",-0.177781814989536,0.273111132206463,-0.727132984020815,-0.35885726713672,-0.173341430848112,0.00739475101624457,0.345021723116055,1.00029965288723,8049,1,0.741825
"beta.species[6,80]",0.214461006241041,0.271120077359465,-0.304280614420789,0.0280961795814807,0.208707414696794,0.393829026116873,0.757557980250335,1.0012522511009,1981,1,0.7846
"beta.species[1,81]",-3.84249801217245,0.389102720848889,-4.63396065230216,-4.0964505201238,-3.83022506652597,-3.57825159204198,-3.11247411472648,1.00115135559844,2143,0,1
"beta.species[2,81]",-0.806602901740382,0.222737828236444,-1.25280914726759,-0.952515788249697,-0.805202404212523,-0.657450268218104,-0.374815236836245,1.00034453992154,9498,0,0.999925
"beta.species[3,81]",-0.00307414569402789,0.220735352516981,-0.433245436196598,-0.152572498140845,-0.00351861347993883,0.146132493745247,0.431318453465093,1.00010079090278,17224,1,0.506725
"beta.species[4,81]",0.124002836493304,0.199120607969293,-0.264173474659906,-0.0111860351596303,0.122562586921056,0.25855881584946,0.514918189866168,1.0000707284864,30103,1,0.731225
"beta.species[5,81]",-0.0136464542405906,0.176412341037213,-0.359927257516627,-0.131802030314366,-0.013429596791458,0.10420078464209,0.33519010997744,0.999962088845733,40000,1,0.529775
"beta.species[6,81]",-0.342081370981573,0.177039272161561,-0.678973542792985,-0.464033885689033,-0.344759639185991,-0.224494770915224,0.0137937993427506,1.00004445358152,40000,1,0.970525
"beta.species[1,82]",-3.39591705689299,0.370071254209323,-4.15541347641713,-3.63295376359814,-3.38471118068698,-3.14331140547701,-2.69796671590152,1.00116230011825,2090,0,1
"beta.species[2,82]",0.263763224266512,0.199193520640897,-0.122704953322745,0.130060758316005,0.262875465803725,0.397424520266526,0.661094289168375,1.00093200457234,3070,1,0.9082
"beta.species[3,82]",0.101903493769938,0.204363017501201,-0.296571887603733,-0.0335706216357115,0.101339373603417,0.23899520721547,0.505953669076727,1.00038160849637,6209,1,0.6928
"beta.species[4,82]",-0.373727841317118,0.192504595218547,-0.751047855016762,-0.502668360330338,-0.373589221021001,-0.245866618243107,0.00617661029835846,1.00026165325692,9571,1,0.973225
"beta.species[5,82]",0.608482512438676,0.187008354009392,0.263594648369798,0.479987492962248,0.60074711738716,0.728612060606281,0.999373833033033,1.00024144384288,11490,0,0.999775
"beta.species[6,82]",-0.146607583049877,0.181342763335915,-0.49789429151341,-0.269479306636052,-0.147360228244849,-0.0253671214478076,0.21274483030475,1.00013734699156,16212,1,0.790925
"beta.species[1,83]",-5.08179809365184,0.564183377555871,-6.25856929911302,-5.44186064367198,-5.05402235461661,-4.69624460965334,-4.03441098974518,1.00166179810189,1894,0,1
"beta.species[2,83]",-0.662485721203902,0.340111518226697,-1.34705387182702,-0.885669903638136,-0.656638557787272,-0.430853978487528,-0.0130420157047725,1.0004131152591,6185,0,0.9769
"beta.species[3,83]",0.416734188918854,0.280261331828306,-0.120620498663303,0.225703951126154,0.41263388378143,0.603488235860659,0.980555437262715,1.00023846639487,10545,1,0.933875
"beta.species[4,83]",-0.245314979192914,0.289981278553317,-0.821354987733695,-0.438325586865105,-0.242395841239562,-0.0507289407060649,0.319664342530993,1.00076368992391,3340,1,0.80195
"beta.species[5,83]",0.0636834203943983,0.237354207894532,-0.40160936858499,-0.0950729981189854,0.0636589618580489,0.222709579128028,0.523584592862306,1.00024346712707,8569,1,0.60585
"beta.species[6,83]",-0.320550569470402,0.238252707528321,-0.7811776488251,-0.47935471761414,-0.322933588624306,-0.163131858351842,0.154588444463855,1.00033840990276,22661,1,0.9097
"beta.species[1,84]",-4.54167492417089,0.918948230587391,-6.36245834476972,-5.15921060522531,-4.54212705928414,-3.92488054167418,-2.7353784536715,1.00515251238756,559,0,1
"beta.species[2,84]",-0.679587475133579,0.475032271959421,-1.6508762327263,-0.983825061171189,-0.666058558218105,-0.358875739690898,0.214226664147113,1.0007368727196,32584,1,0.930475
"beta.species[3,84]",0.18168242354815,0.314923892033257,-0.437138870287444,-0.0269332979433891,0.181484719295578,0.39140956635014,0.801079109620567,1.0009409771999,3001,1,0.71935
"beta.species[4,84]",-0.407218192724791,0.334852460568906,-1.07214985082268,-0.6291832408,-0.406282364427014,-0.181364361501417,0.246574733447678,1.00093092477479,4459,1,0.890075
"beta.species[5,84]",0.288510128664182,0.315011332057275,-0.316876055726087,0.0734515689508297,0.284354557608672,0.496610151719664,0.924780948549834,1.00082831642253,8505,1,0.820625
"beta.species[6,84]",-0.0335604303631624,0.312078889208089,-0.644339539354518,-0.242387547606234,-0.0341431949254889,0.173190442274823,0.582150166991046,1.00219131314063,1632,1,0.542675
"beta.species[1,85]",-3.87097983101999,0.739988707590349,-5.3498406513719,-4.35437186459384,-3.86877093176238,-3.38731977719101,-2.41204240027988,1.00234042877683,1121,0,1
"beta.species[2,85]",-0.472927838017661,0.317205668829907,-1.09939499192679,-0.684034983584973,-0.468732587202383,-0.258808620965021,0.145276342055822,1.00094789314799,2792,1,0.934
"beta.species[3,85]",0.422733195775351,0.283272566108909,-0.127362680106592,0.230723167892255,0.420515312797465,0.610313201740747,0.986427542289694,1.00012783963377,18121,1,0.93475
"beta.species[4,85]",-0.215999675738022,0.279832117241951,-0.763950181659346,-0.402791761348563,-0.216049678346615,-0.0309441320716828,0.337653873577701,1.00109381389853,2246,1,0.784775
"beta.species[5,85]",-0.194822682931392,0.258516745450633,-0.713869816066775,-0.366111923216311,-0.190845035982791,-0.0225792907900071,0.30835381903993,1.00026718003362,9058,1,0.77765
"beta.species[6,85]",0.0359109809969634,0.253426969864266,-0.453466219284373,-0.134514284439894,0.0303140303588784,0.202487032900163,0.547064541764998,1.00048003835224,6542,1,0.547775
"beta.species[1,86]",0.0956263597237249,0.378272985201195,-0.630937786304171,-0.160381370379422,0.0868965261978492,0.347431890759989,0.854456665041368,1.00011877532156,15588,1,0.592775
"beta.species[2,86]",0.744188158894631,0.163481699568295,0.434745473959752,0.63384239501932,0.74013912578224,0.85002243118025,1.07747378679563,1.00015692432871,15846,0,1
"beta.species[3,86]",0.0678554558507512,0.165031810694721,-0.256813964135359,-0.0431663575745395,0.0678885833042417,0.178475559071997,0.393614091989373,1.00034330561594,8488,1,0.659625
"beta.species[4,86]",-0.247668256666242,0.138693155436122,-0.526643743774991,-0.340411193165808,-0.245077354325812,-0.153617758266754,0.019277753160832,1.00047728010124,5967,1,0.9655
"beta.species[5,86]",0.108499964169413,0.143526748700362,-0.171981269331005,0.0119312223619671,0.108595992802564,0.203726609071458,0.393844079031213,1.0001308199377,19345,1,0.775175
"beta.species[6,86]",-0.130710495345707,0.150567882700719,-0.434302142264015,-0.230379800940425,-0.126568032827554,-0.0282522229407901,0.154421036478374,1.00020104266976,13049,1,0.806775
"beta.species[1,87]",-4.91192473377173,0.495216961138644,-5.92325153131687,-5.23654419725793,-4.89637326920526,-4.56939731840731,-3.99482831686583,1.00104185826429,2874,0,1
"beta.species[2,87]",0.0899112148398024,0.326697074137421,-0.548275655756048,-0.130650895757992,0.0882497196123302,0.307140766202366,0.732712710026632,1.00117882664182,2334,1,0.60735
"beta.species[3,87]",0.0622411995492671,0.275600445557227,-0.475785547611705,-0.122032208642879,0.0591110567380453,0.245479595138099,0.608228825413715,1.00027772874684,12153,1,0.589025
"beta.species[4,87]",-0.512657960658832,0.300085615572278,-1.11358492205452,-0.709348740900514,-0.509888730018208,-0.309013350798862,0.0682296415200482,1.00029698877059,7820,1,0.958925
"beta.species[5,87]",0.305211258612378,0.227032426432543,-0.144005668552146,0.153886323281002,0.305890877784315,0.45796303422823,0.744772758031202,1.00060578769332,3917,1,0.909575
"beta.species[6,87]",-0.0295543005805804,0.236024485350717,-0.47242156338358,-0.193041325518,-0.0348403001160262,0.126321852390555,0.4502893003382,1.00014432108561,15952,1,0.5584
"beta.species[1,88]",-4.59286141739168,0.468169055612835,-5.56193257250897,-4.89893296066903,-4.57662017976781,-4.27377333813465,-3.71190114879553,1.00063216186436,4498,0,1
"beta.species[2,88]",-0.795357243489075,0.257213338321655,-1.3124170580676,-0.966102460896237,-0.791255291435114,-0.620523551797459,-0.303124134545948,1.00023080704738,10488,0,0.999375
"beta.species[3,88]",-0.138952072843403,0.237902550528977,-0.602321266279309,-0.300094066180943,-0.140918431644775,0.0199933451890664,0.331101051765341,1.00026483015156,11135,1,0.72345
"beta.species[4,88]",-0.356085500129073,0.233384415108094,-0.815262075062902,-0.513856541510258,-0.355031308923222,-0.198154326305826,0.0971983214297844,1.00035759473334,9604,1,0.93765
"beta.species[5,88]",0.050640979105047,0.204927680631049,-0.348073197127805,-0.0863046412790658,0.0508034916894422,0.188322659745038,0.453311085697549,1.00017366897404,18441,1,0.597075
"beta.species[6,88]",-0.230362298782422,0.212499892624104,-0.638249201654445,-0.375576303126232,-0.232441594305392,-0.0883360807494832,0.189226761908451,1.00013408774353,40000,1,0.86
"beta.species[1,89]",-4.32455585789021,0.727542317871802,-5.81841668158865,-4.80077361887188,-4.29753500846083,-3.82214743814952,-2.98210349844168,1.0037793263084,770,0,1
"beta.species[2,89]",-0.571080086357166,0.302192855339128,-1.17706443678352,-0.768975837016728,-0.563593297124721,-0.365571211447507,0.00441434076247021,1.00069859289485,4424,1,0.97415
"beta.species[3,89]",0.156879131950089,0.26625358384913,-0.355021316940178,-0.0236039167712877,0.154328258359989,0.333906181095087,0.686539379572239,1.00095206116593,2989,1,0.72065
"beta.species[4,89]",-0.0523478464907187,0.263203721057099,-0.566982198459392,-0.227105885873485,-0.0547343633533753,0.12220139966562,0.466816770093242,1.00080281790208,3421,1,0.582775
"beta.species[5,89]",-0.249522178625387,0.264846084121136,-0.781121827988167,-0.423505578876593,-0.245520143994758,-0.0699177676009108,0.256286711541205,1.00114116031726,3133,1,0.82785
"beta.species[6,89]",0.212009160952715,0.258814480802532,-0.278895528628813,0.035086958255362,0.207992756294406,0.379773520600713,0.740454536033805,1.00066573081496,6787,1,0.791775
"beta.species[1,90]",-5.08860769635277,0.727926114984306,-6.55534609746366,-5.56494760614062,-5.07434249273359,-4.60062631827783,-3.69371967709676,1.00377516545431,764,0,1
"beta.species[2,90]",-0.465719706107001,0.415712159557644,-1.30317877100211,-0.73681867378132,-0.460309210107814,-0.1844221896755,0.325624097193194,1.00163283149549,1835,1,0.87205
"beta.species[3,90]",0.128665269076221,0.294872247045151,-0.445942773575298,-0.0689087209096914,0.125186614259724,0.32515948832616,0.715717552999965,1.00007684813377,40000,1,0.66975
"beta.species[4,90]",-0.630559638392035,0.328804640304332,-1.29368885997077,-0.84963861059831,-0.62494898605594,-0.406348941273906,-0.00459322008534259,1.00000262474402,40000,0,0.975775
"beta.species[5,90]",0.560326702605564,0.252391383805209,0.079905068819827,0.388888140072688,0.554803711993829,0.724722875909302,1.0713164384924,1.00030452251781,15766,0,0.98915
"beta.species[6,90]",-0.15432152655136,0.269406282496492,-0.680542092700941,-0.335706745577151,-0.153669720078845,0.0263660680870959,0.375329622125792,1.00061270548048,4814,1,0.7168
"beta.species[1,91]",-2.27805057912999,0.347229200856576,-2.98640370438861,-2.50617236592723,-2.27003943556045,-2.04166256818886,-1.61940097633327,1.00045252616583,5253,0,1
"beta.species[2,91]",0.852747374056001,0.162348355149714,0.540561866428897,0.743400774465444,0.850679403170773,0.959118440166034,1.17888840714566,1.00044332534624,5185,0,1
"beta.species[3,91]",0.415249649397884,0.171865962274753,0.0800892644211515,0.299251624657591,0.414172179855178,0.530775037411376,0.75358957390611,1.00019640078708,10868,0,0.991775
"beta.species[4,91]",-0.058221289338985,0.176911638344805,-0.420755577205369,-0.173155139948389,-0.0534838900725739,0.0630078392924499,0.274204754616006,1.000458597415,5886,1,0.618675
"beta.species[5,91]",0.129647469532422,0.133267473823907,-0.139878209198246,0.0417098988470728,0.132882165673554,0.221134572974362,0.383275338010356,1.00017168220701,17331,1,0.835175
"beta.species[6,91]",0.316017920965027,0.136692874564289,0.0451763094948033,0.225002888322938,0.316889616337147,0.407901646904176,0.582922108325989,1.00001502430793,40000,0,0.98875
"beta.species[1,92]",-5.04431873583504,0.882898115667814,-6.7592827273984,-5.63703361357667,-5.05065336271569,-4.45635854300182,-3.30714195762724,1.00721169217148,434,0,1
"beta.species[2,92]",0.115251641385496,0.507675245197948,-0.897734596945874,-0.216471908945114,0.114439470631311,0.454936280545709,1.09165867414174,1.00255539002721,1741,1,0.59055
"beta.species[3,92]",0.00619890429001155,0.327225576454547,-0.640324214553377,-0.213460090091098,0.00773943175119068,0.225042629055571,0.646765963930826,1.00079454603893,3426,1,0.509325
"beta.species[4,92]",-0.459278578984678,0.350507109959505,-1.16173069304269,-0.693438791515602,-0.4537039950639,-0.220452810861366,0.215566495684598,1.00066665396281,8993,1,0.908925
"beta.species[5,92]",0.562952612243559,0.320731049536485,-0.048673310144054,0.347232103962461,0.554580625811127,0.770388665311897,1.22154343664735,1.00318044390646,880,1,0.96465
"beta.species[6,92]",0.132015907839516,0.322232108737635,-0.499983111921123,-0.0814219363355614,0.13223348494351,0.344594128615595,0.769958288193815,1.00086500235683,3253,1,0.662675
"beta.species[1,93]",-4.3356158372782,0.605835756378876,-5.69517036749486,-4.69923627188246,-4.28295099690651,-3.91218888009551,-3.30124072195514,1.00187187765035,5032,0,1
"beta.species[2,93]",-0.152592012168323,0.238123208524604,-0.621734857007149,-0.313165843857914,-0.152749862207584,0.00786945666876716,0.315066978914475,1.00054139724031,4879,1,0.73935
"beta.species[3,93]",0.289074130298724,0.239995221862546,-0.179939841015515,0.127907365444005,0.286954990489813,0.449519463419295,0.766499793169572,1.00055285081716,4202,1,0.8877
"beta.species[4,93]",0.0813195713279205,0.241629266974359,-0.390833776951966,-0.0794238735922221,0.0802139565297455,0.239978602748094,0.561827514252082,1.00036641705073,6125,1,0.632
"beta.species[5,93]",0.223078392083625,0.188623544188971,-0.14526318134398,0.0966203880550171,0.222011950804102,0.347264110306144,0.598528253722255,1.00038393330215,7583,1,0.883125
"beta.species[6,93]",-0.133041216010899,0.182961214126344,-0.498038155081026,-0.253086936896819,-0.131532780590809,-0.0104049169927373,0.222642184142626,1.00150512108281,2012,1,0.767725
"beta.species[1,94]",-5.94874865401798,0.652688164481341,-7.33845249405052,-6.35849084837501,-5.91797532547355,-5.49865233737808,-4.77870136295911,1.00225647305345,1218,0,1
"beta.species[2,94]",0.00452051145595782,0.421673003917175,-0.812349842538011,-0.279241341693341,0.00371585208578507,0.281942456786266,0.843442560318978,1.00025529759237,19180,1,0.50305
"beta.species[3,94]",0.0995201907029908,0.298909252592672,-0.485328718458394,-0.0983371968367323,0.100156871170639,0.299507588612829,0.685236141440817,1.00023271375167,9728,1,0.632275
