"common_name","code","sci_name","code6","nombre_comun_MX","birdofprey","woodpecker","hummingbird","waterfowl","shorebirds","waterbird_guild","in_Andradeetal2022","habitat_guild","habitat_guild_Andradeetal2022","trait_cluster","cultural_niche","in_Warrenetal2019","habitat_guild_Warrenetal2019","in_LermanWarren2011","habitat_guild_LermanWarren2011","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.SpecLevel","Nocturnal","Family","Order","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","ESA","DATE","BLM","USFS","NESL","MEXFED","SGCN","NPL","SRANK","GRANK","assessmentId","internalTaxonId","redlistCategory","redlistCriteria","yearPublished","assessmentDate","criteriaVersion","language","rationale","habitat","threats","population","populationTrend","range","useTrade","systems","conservationActions","realm","yearLastSeen","possiblyExtinct","possiblyExtinctInTheWild","scopes","Diet.FruitSeed","Pollinator","SeedDisperser","Invertivore"
"Unidentified Vireo","UNVI","Vireo sp.",NA,"Vireo",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Wader","UWAD",NA,NA,"Ave Zancuda",0,0,0,0,0,"Wading Bird",0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Warbler","UNWA","Parulidae (gen, sp)","PARGSP","Chipe",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Waterfowl","UWAT",NA,NA,"Pato, Pijije, Ganso o Cisne",0,0,0,1,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Woodpecker","UNWO","Picinae (gen, sp)","PICGSP","Carpintero",0,1,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Wren","UNWR","Troglodytidae (gen, sp)","TRGGSP","Saltapared",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unidentified Yellowlegs","UNYE","Tringa sp.",NA,"Patamarilla",0,0,0,0,1,"Shorebird",0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaux's Swift","VASW","Chaetura vauxi","CHAVAU","Vencejo de Vaux",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Nonpasseriformes","Apodiformes","Apodidae","Swifts",77,"BL3","Vaux's Swift",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,0,0,0,100,0,1,0,"Apodidae","Caprimulgiformes",9,4,5,0,4,5.3,2.8,2.4,2.2,10.1,111.3,77.1,34.4,69.2,38.8,17.1,"Forest",1,3,"Carnivore","Invertivore","Aerial",NA,NA,NA,NA,NA,NA,NA,NA,"S4M","G5",181590271,154632189,"Least Concern","",2020,"2020-08-12 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach  the thresholds for Vulnerable under the range size criterion (Extent of  Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or  fluctuating range size, habitat extent/quality, or population size and a  small number of locations or severe fragmentation). Despite the fact  that the population trend appears to be decreasing, the decline is not  believed to be sufficiently rapid to approach the thresholds for  Vulnerable under the population trend criterion (&gt;30% decline over  ten years or three generations). The population size is very large,  and hence does not approach the thresholds for Vulnerable under the  population size criterion (&lt;10,000 mature individuals with a  continuing decline estimated to be &gt;10% in ten years or three  generations, or with a specified population structure). For these  reasons the species is evaluated as Least Concern.","","","The global population is thought to number roughly 860,000 mature individuals (see Partners in Flight 2019).","Decreasing","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",0,0,0,1
"Verdin","VERD","Auriparus flaviceps","AURFLA","Baloncillo",0,0,0,0,0,NA,1,"Desert","Desert","Familiar","Neighbor",1,"Desert",1,"Desert","Passeriformes","Passeriformes","Remizidae","Penduline-tits",155,"BL3","Verdin",70,0,0,0,0,0,10,10,10,0,"Invertebrate",0,0,70,30,0,0,0,0,NA,NA,"Remizidae","Passeriformes",8,2,6,0,7,9.8,7,3.2,3.9,15,52.1,7.6,45,14.4,48.9,6.8,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,NA,2,NA,"S3S4","G5",137633266,22711568,"Least Concern","",2022,"2022-06-29 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (extent of occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is inferred to number 7.2 million mature individuals (Partners in Flight 2022).","Decreasing","","","Terrestrial","","Nearctic",NA,"false","false","Global",20,0,0,1
"Vermilion Flycatcher","VEFL","Pyrocephalus rubinus","PYRRUB","Papamoscas Cardenalito",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Vermilion Flycatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,50,50,0,0,0,1,0,"Tyrannidae","Passeriformes",29,10,19,0,8,14.4,9.7,5.4,4,16.7,74.3,16.7,57.7,22.4,57.6,14.4,"Woodland",3,3,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,NA,NA,NA,"S5","G5",187307157,103682912,"Least Concern","",2021,"2020-10-15 00:00:00 UTC",3.1,"English","<p>This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup>&#160;combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.</p>","","","The global population size is unknown given recent taxonomic splits.","Increasing","<span style=""font-style: italic;"">Pyrocephalus rubinus</span> occurs throughout much of the Neotropics, with a range covering south-west <span style=""font-weight: bold;"">U.S.A.</span>, <span style=""font-weight: bold;"">Mexico</span>, <span style=""font-weight: bold;"">Belize</span>, <span style=""font-weight: bold;"">Guatemala</span>, <span style=""font-weight: bold;"">Honduras</span>, <span style=""font-weight: bold;"">Nicaragua</span>, <span style=""font-weight: bold;"">Colombia</span>, <span style=""font-weight: bold;"">Venezuela</span>, <span style=""font-weight: bold;"">Guyana</span>, <span style=""font-weight: bold;"">Brazil</span>, <span style=""font-weight: bold;"">Colombia</span>, <span style=""font-weight: bold;"">Ecuador</span>, <span style=""font-weight: bold;"">Peru</span>, <span style=""font-weight: bold;"">Chile</span>, <span style=""font-weight: bold;"">Bolivia</span>, <span style=""font-weight: bold;"">Paraguay</span>, <span style=""font-weight: bold;"">Argentina </span>and <span style=""font-weight: bold;"">Uruguay </span>(del Hoyo <span style=""font-style: italic;"">et al.</span> 2004).","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",0,0,0,1
"Vesper Sparrow","VESP","Pooecetes gramineus","POOGRA","GorriÛn Cola Blanca",0,0,0,0,0,NA,0,"Generalist",NA,NA,NA,0,NA,1,"Generalist","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Vesper Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,80,10,10,0,0,0,1,0,"Passerellidae","Passeriformes",5,2,3,0,4,12,7.7,4.9,6.6,20.1,78.6,18.8,60,23.9,59.6,25.7,"Grassland",3,3,"Omnivore","Omnivore","Generalist",NA,NA,NA,NA,NA,NA,2,NA,"S3S4","G5",136927420,22721188,"Least Concern","",2021,"2020-11-06 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is estimated to number 35 million mature individuals (Partners in Flight 2019).","Decreasing","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",50,0,1,1
"Violet-green Swallow","VGSW","Tachycineta thalassina","TACTHA","Golondrina Verdemar",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Violet-green Swallow",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,20,20,20,20,20,0,1,0,"Hirundinidae","Passeriformes",12,4,7,1,4,9.9,5,3.6,3,11.3,115.5,63.6,53,54.5,48.1,14.1,"Forest",3,3,"Carnivore","Invertivore","Aerial",NA,NA,NA,NA,NA,NA,NA,NA,"S5","G5",118842397,22712077,"Least Concern","",2017,"2016-10-01 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","","Increasing","","","Terrestrial|Marine","","Nearctic|Neotropical",NA,"false","false","Global",0,0,0,1
"Virginia Rail","VIRA","Rallus limicola","RALLIM","RascÛn Cara Gris",0,0,0,0,0,"Marsh Bird",0,NA,NA,NA,NA,0,NA,0,NA,"Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",42,"BL3","Virginia Rail",20,0,20,20,0,0,0,0,20,20,"Omnivore",0,50,50,0,0,0,0,0,1,0,"Rallidae","Gruiformes",8,2,4,2,8,37.8,24.9,2.9,5.4,32.4,101,26.8,74.2,26.5,38.6,84.1,"Wetland",1,3,"Carnivore","Aquatic predator","Terrestrial",NA,NA,NA,NA,NA,"A",3,NA,"S4","G5",155617216,22692479,"Least Concern","",2019,"2016-10-01 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size has not been quantified, but it is not believed to approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","","Increasing","","","Terrestrial|Freshwater (=Inland waters)","","Nearctic|Neotropical",NA,"false","false","Global",20,0,0,0
"Virginia's Warbler","VIWA","Leiothlypis virginiae","LEIVIR","Chipe de Virginia",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Virginia's Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,60,40,0,0,0,1,0,"Parulidae","Passeriformes",5,2,3,0,4,11.6,7.7,3,3.3,16.8,61.1,11.4,48.7,18.9,49.2,8.2,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,NA,3,NA,"S5","G5",137322926,22721630,"Least Concern","",2021,"2020-10-26 00:00:00 UTC",3.1,"English","This species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is very large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is estimated to number 900,000 mature individuals (Partners in Flight 2019).","Decreasing","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",0,0,0,1
"Warbling Vireo","WAVI","Vireo gilvus","VIRGIL","Vireo Gorjeador",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Warbling Vireo",80,0,0,0,0,0,10,0,0,10,"Invertebrate",0,0,0,20,30,50,0,0,NA,NA,"Vireonidae","Passeriformes",21,5,13,3,11,14.3,7.5,3.7,3.7,17.6,70.1,16.5,53.5,23.5,51.3,12.7,"Forest",1,3,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,NA,NA,NA,"S5","G5",137781453,22735122,"Least Concern","",2021,"2020-11-12 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (extent of occurrence &lt;20,000 km<sup>2</sup>&#160;combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is inferred to number 53 million mature individuals (Partners in Flight 2019).","Increasing","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",10,0,0,1
"Western Bluebird","WEBL","Sialia mexicana","SIAMEX","Azulejo Garganta Azul",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Western Bluebird",70,0,0,0,0,0,20,0,10,0,"Invertebrate",0,0,100,0,0,0,0,0,1,0,"Turdidae","Passeriformes",5,2,3,0,4,15.1,8.6,3.4,3.9,19.8,104.4,39.2,66.2,37.2,64.2,26.4,"Woodland",3,2,"Omnivore","Omnivore","Insessorial",NA,NA,NA,NA,NA,NA,NA,NA,"S5","G5",137565063,22708553,"Least Concern","",2021,"2020-11-09 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is inferred to number 7.1 million mature individuals (Partners in Flight 2019).","Increasing","","","Terrestrial","","Nearctic",NA,"false","false","Global",30,0,1,1
"Western Flycatcher","WEFL","Empidonax difficilis","EMPDIF","Papamoscas Amarillo NorteÒo",0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,"Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Pacific-slope Flycatcher",90,0,0,0,0,0,10,0,0,0,"Invertebrate",0,0,0,30,70,0,0,0,1,0,"Tyrannidae","Passeriformes",5,2,3,0,4,14.4,8.2,5.2,3.3,16,65,14.1,50.5,21.8,58.2,10.7,"Forest",1,3,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,NA,NA,NA,"S4M","G5",187283001,22699871,"Least Concern","",2021,"2020-10-15 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be stable, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is estimated to number 9,500,000 mature individuals (Partners in Flight 2019).","Stable","","","Terrestrial|Freshwater (=Inland waters)","","Nearctic",NA,"false","false","Global",10,0,0,1
"Western Grebe","WEGR","Aechmophorus occidentalis","AECOCC","Achichilique Pico Amarillo",0,0,0,0,0,"Fish eating",0,NA,NA,NA,NA,0,NA,0,NA,"Nonpasseriformes","Podicipediformes","Podicipedidae","Grebes",21,"BL3","Western Grebe",10,0,0,90,0,0,0,0,0,0,"VertFishScav",100,0,0,0,0,0,0,0,1,0,"Podicipedidae","Podicipediformes",4,0,3,1,4,73.2,54.1,6.6,10.2,71.7,184.5,75.4,109,40.8,29.8,1137,"Wetland",3,3,"Carnivore","Aquatic predator","Aquatic",NA,NA,NA,NA,NA,NA,2,NA,"S2B,S3N","G5",139355294,22696631,"Least Concern","",2019,"2019-08-14 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend is inferred to be stable, and so it does not approach the threshold for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is very large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The population is estimated to number 120,000-130,000 individuals (Wetlands International 2018). This roughly equates to 80,000-90,000 mature individuals.","Stable","","","Terrestrial|Freshwater (=Inland waters)|Marine","","Nearctic",NA,"false","false","Global",0,0,0,0
"Western Kingbird","WEKI","Tyrannus verticalis","TYRVER","Tirano P·lido",0,0,0,0,0,NA,1,"Desert","Desert","Distinctive","Stranger",0,NA,0,NA,"Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Western Kingbird",90,0,0,0,0,0,10,0,0,0,"Invertebrate",0,0,30,30,40,0,0,0,1,0,"Tyrannidae","Passeriformes",4,2,2,0,4,21.8,13.5,7.5,6.4,18.3,126.1,41.9,84.3,33.2,89.9,39.6,"Shrubland",3,3,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,NA,NA,NA,"S5","G5",137918644,22700497,"Least Concern","",2021,"2020-10-14 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km<sup>2</sup> combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","The global population is estimated to number 30,000,000 mature individuals (Partners in Flight 2019).","Decreasing","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",10,0,0,1
"Western Meadowlark","WEME","Sturnella neglecta","STUNEG","Pradero del Oeste",0,0,0,0,0,NA,0,"Generalist",NA,NA,NA,0,NA,1,"Generalist","Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Western Meadowlark",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,1,0,"Icteridae","Passeriformes",5,2,3,0,4,33.8,22,6.1,7.5,35,117,32.5,84.5,27.8,71.6,100.1,"Grassland",3,2,"Omnivore","Invertivore","Terrestrial",NA,NA,NA,NA,NA,NA,3,NA,"S5","G5",132173994,22724256,"Least Concern","",2018,"2018-08-09 00:00:00 UTC",3.1,"English","This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","","Decreasing","","","Terrestrial","","Nearctic|Neotropical",NA,"false","false","Global",50,0,1,1
"Western Sandpiper","WESA","Calidris mauri","CALMAU","Playero Occidental",0,0,0,0,1,"Shorebird",0,NA,NA,NA,NA,0,NA,0,NA,"Nonpasseriformes","Charadriiformes","Scolopacidae","Sandpipers and allies",59,"BL3","Western Sandpiper",90,0,0,0,0,0,0,0,10,0,"Invertebrate",0,50,50,0,0,0,0,0,1,0,"Scolopacidae","Charadriiformes",5,2,3,0,4,21,15.8,2.3,3.5,21,92.2,45.5,47.5,49,38.4,27.8,"Shrubland",3,3,"Carnivore","Aquatic predator","Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,"S2M,S1N","G5",93401409,22693376,"Least Concern","",2016,"2016-10-01 00:00:00 UTC",3.1,"English","This species has a very large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (Extent of Occurrence &lt;20,000 km2 combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). Despite the fact that the population trend appears to be decreasing, the decline is not believed to be sufficiently rapid to approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (&lt;10,000 mature individuals with a continuing decline estimated to be &gt;10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.","","","","Decreasing","","","Terrestrial|Freshwater (=Inland waters)|Marine","","Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic",NA,"false","false","Global",10,0,0,0
